2014 Retail Power Marketers Sales- Residential,,,,,,
(Data from form EIA-861 schedule 4B),,,,,,
Entity,State,Ownership,Customers (Count),Sales (Megawatthours),Revenues (Thousands Dollars),Average Price (cents/kWh)
"NextEra Energy Services, LLC",PA,Power Marketer,"22,702","214,756","16,178.4",7.53
"Nordic Energy Services, LLC",PA,Power Marketer,143,"1,185",106.1,8.95
"North American Power and Gas, LLC",PA,Power Marketer,"39,416","452,858","53,741.1",11.87
"Palmco Power PA, LLC",PA,Power Marketer,"5,686","51,521","8,893.0",17.26
"Plymouth Rock Energy, LLC",PA,Power Marketer,"1,376","7,056",702.0,9.95
Public Power LLC (PA),PA,Power Marketer,"22,923","223,236","25,355.2",11.36
Reliant Energy Northeast LLC,PA,Power Marketer,"189,873","1,867,653","174,895.0",9.36
Respond Power LLC,PA,Power Marketer,"47,920","420,709","62,860.0",14.94
SFE Energy Pennsylvania,PA,Power Marketer,"12,259","106,555","9,348.9",8.77
"Shipley Choice, LLC",PA,Power Marketer,"13,042","110,770","9,166.0",8.27
"SmartEnergy Holdings, LLC",PA,Power Marketer,"1,350",788,59.0,7.49
"Spark Energy, LP",PA,Power Marketer,"11,473","80,554","9,823.9",12.20
Sperian Energy Corp,PA,Power Marketer,"7,647","133,377","13,573.0",10.18
"Stream Energy Pennsylvania, LLC",PA,Power Marketer,"86,467","974,511","96,265.0",9.88
"Talen Energy Marketing, LLC",PA,Power Marketer,"97,958","1,509,992","118,176.2",7.83
The Energy Coop,PA,Cooperative,"3,179","25,553","3,262.6",12.77
"TriEagle Energy, L.P.",PA,Power Marketer,"10,453","105,677","8,980.5",8.50
"UGI Energy Services, Inc.",PA,Power Marketer,"1,294","16,655","1,551.2",9.31
VCharge Inc.,PA,Power Marketer,206,"4,083",359.3,8.80
Viridian Energy PA LLC,PA,Power Marketer,"7,262","76,387","11,537.4",15.10
"WGL Energy Services, Inc.",PA,Power Marketer,"20,053","201,550","17,152.0",8.51
"XOOM Energy Pennsylvania, LLC",PA,Power Marketer,"11,709","109,837","12,504.4",11.38
"Ambit Energy Holdings, LLC",RI,Power Marketer,"1,897","16,082","1,345.4",8.37
"Constellation Energy Services, Inc.",RI,Power Marketer,14,54,3.7,6.85
Glacial Energy Holdings,RI,Power Marketer,"2,015","13,654","1,618.6",11.85
"North American Power and Gas, LLC",RI,Power Marketer,"15,171","140,283","14,521.8",10.35
"XOOM Energy Rhode Island, LLC",RI,Power Marketer,561,"4,234",455.8,10.77
Adjustment 2014,CA,Other,"-14,709","-67,689","-5,219.9",0.00
Adjustment 2014,CT,Other,"50,978","867,903","102,244.1",0.00
Adjustment 2014,DC,Other,"14,619","165,440","16,639.1",0.00
Adjustment 2014,DE,Other,"5,240","79,890","8,015.4",0.00
Adjustment 2014,IL,Other,"11,007","1,888,271","198,253.9",0.00
Adjustment 2014,MA,Other,"-6,224","-74,102","-7,246.9",0.00
Adjustment 2014,MD,Other,"21,515","559,786","56,571.7",0.00
Adjustment 2014,ME,Other,"-418,536","-465,877","-36,008.4",0.00
Adjustment 2014,MI,Other,10,55,3.7,0.00
Adjustment 2014,MT,Other,3,7,0.3,0.00
Adjustment 2014,NH,Other,"-7,950","33,182","2,320.6",0.00
Adjustment 2014,NJ,Other,"28,295","570,004","75,026.4",0.00
Adjustment 2014,NY,Other,"-366,497","1,124,884","137,210.1",0.00
Adjustment 2014,OH,Other,"28,907","-84,354","-11,326.7",0.00
Adjustment 2014,PA,Other,"108,422","1,500,706","139,803.3",0.00
Adjustment 2014,RI,Other,"2,762","8,271","1,023.8",0.00
