Entity,State,Ownership,"Customers(Count)","Sales(Megawatthours)","Revenues(Thousands Dollars)","Average Price(cents/kWh)"
"East Coast Power & Gas, LLC",NJ,Retail Power Marketer,21,145,14.7,10.14
"Eligo Energy, LLC",NJ,Retail Power Marketer,1,2,0.1,5
Energy Harbor Corp.,NJ,Retail Power Marketer,"9,509","48,671","6,354.80",13.06
Energy Plus Holdings LLC,NJ,Retail Power Marketer,"6,672","57,270","8,945.30",15.62
"Energy Services Providers, Inc",NJ,Retail Power Marketer,"2,813","22,687","3,589.90",15.82
Everyday Energy LLC,NJ,Retail Power Marketer,389,"3,046",444.4,14.59
"First Point Power, LLC",NJ,Retail Power Marketer,13,339,32.3,9.53
"Frontier Utilities, Inc.",NJ,Retail Power Marketer,"1,926","21,708","2,374.10",10.94
Green Mountain Energy Company,NJ,Retail Power Marketer,"1,111","7,775","1,161.30",14.94
Greenlight Energy Inc.,NJ,Retail Power Marketer,277,"1,626",242.5,14.91
"Harborside Energy, LLC",NJ,Retail Power Marketer,651,"3,968",620.1,15.63
"IDT Energy, Inc.",NJ,Retail Power Marketer,"46,267","460,518","40,300.20",8.75
"Inspire Energy Holdings, LLC",NJ,Retail Power Marketer,"31,362","267,636","39,479.50",14.75
Josco Energy USA LLC,NJ,Retail Power Marketer,"4,443","23,809","3,885.00",16.32
Liberty Power Corp.,NJ,Retail Power Marketer,"1,820","11,885","1,532.80",12.9
"LifeEnergy, LLC",NJ,Retail Power Marketer,11,4,0.5,12.5
MPower Energy NJ LLC,NJ,Retail Power Marketer,"5,113","26,743","3,770.10",14.1
Marathon Power LLC,NJ,Retail Power Marketer,814,"10,022","1,028.30",10.26
Median Energy Corp.,NJ,Retail Power Marketer,385,"2,215",357.4,16.14
"National Gas & Electric, LLC",NJ,Retail Power Marketer,237,"3,541",316.3,8.93
"NextEra Energy Services, LLC",NJ,Retail Power Marketer,547,"6,365",703.2,11.05
"Nordic Energy Services, LLC",NJ,Retail Power Marketer,43,459,52.9,11.53
"North American Power and Gas, LLC",NJ,Retail Power Marketer,"9,776","128,302","15,819.00",12.33
"Palmco Power NJ, LLC",NJ,Retail Power Marketer,"6,120","27,005","4,870.00",18.03
Park Power LLC,NJ,Retail Power Marketer,400,"3,024",376.6,12.45
"Pure Energy USA, LLC",NJ,Retail Power Marketer,"1,985","16,700","2,723.00",16.31
"RPA Energy, Inc.",NJ,Retail Power Marketer,568,"2,505",480,19.16
Reliant Energy Northeast LLC,NJ,Retail Power Marketer,"17,507","176,489","19,734.00",11.18
"ResCom Energy, LLC",NJ,Retail Power Marketer,47,268,41,15.3
"Residents Energy, LLC",NJ,Retail Power Marketer,"2,302","16,802","2,411.10",14.35
Respond Power LLC,NJ,Retail Power Marketer,"2,431","18,345","2,582.00",14.07
"SFE Energy NJ, Inc.",NJ,Retail Power Marketer,"7,971","37,851","4,145.00",10.95
"SmartEnergy Holdings, LLC",NJ,Retail Power Marketer,"9,371","62,552","8,695.00",13.9
South Bay Energy Corp.,NJ,Retail Power Marketer,515,"4,403",605,13.74
South Jersey Energy Company,NJ,Retail Power Marketer,120,125,10.9,8.72
"Spark Energy, LP",NJ,Retail Power Marketer,261,"2,304",399,17.32
Spring Energy RRH LLC dba Spring Power &,NJ,Retail Power Marketer,"1,555","10,981","1,405.00",12.79
"Star Energy Partners, LLC",NJ,Retail Power Marketer,"7,850","51,934","7,257.90",13.98
"Starion Energy PA, Inc.",NJ,Retail Power Marketer,"1,492","12,055","1,674.40",13.89
"Stream Energy New Jersey, LLC",NJ,Retail Power Marketer,"13,591","142,331","16,389.70",11.52
"SunSea Energy, LLC",NJ,Retail Power Marketer,"1,251","8,117","1,716.00",21.14
"Sunwave Gas & Power Connecticut, Inc.",NJ,Retail Power Marketer,3,17,1.8,10.59
"Texpo Power, L.P.",NJ,Retail Power Marketer,186,"2,091",202,9.66
Titan Gas LLC,NJ,Retail Power Marketer,"1,087","13,598","1,586.00",11.66
Tomorow Energy Corp.,NJ,Retail Power Marketer,"3,140","25,859","3,585.00",13.86
"Town Square Energy East, LLC",NJ,Retail Power Marketer,377,"3,660",381.9,10.43
"TriEagle Energy, L.P.",NJ,Retail Power Marketer,"2,600","24,064","2,518.20",10.46
Verde Energy USA,NJ,Retail Power Marketer,"20,197","154,192","24,795.00",16.08
Viridian Energy PA LLC,NJ,Retail Power Marketer,"13,594","124,898","19,233.10",15.4
"Vista Energy Marketing, L.P.",NJ,Retail Power Marketer,534,"2,654",417.1,15.72
"XOOM Energy New Jersey, LLC",NJ,Retail Power Marketer,"4,386","31,907","4,848.00",15.19
AP Holdings LLC,NY,Retail Power Marketer,702,"3,002",389,12.96
"Abest Power & Gas, LLC",NY,Retail Power Marketer,"3,163","21,291","1,770.00",8.31
"Accent Energy Holdings, LLC",NY,Retail Power Marketer,"4,308","19,159","1,545.00",8.06
Agera Energy LLC,NY,Retail Power Marketer,18,48,18.3,38.13
"Agway Energy Services, LLC",NY,Retail Power Marketer,"22,040","175,490","12,866.50",7.33
"All American Power and Gas, LLC",NY,Retail Power Marketer,850,"4,556",718,15.76
"Alpha Gas and Electric, LLC",NY,Retail Power Marketer,"11,186","53,592","7,287.00",13.6
"Ambit Energy Holdings, LLC",NY,Retail Power Marketer,"117,325","1,031,803","59,731.00",5.79
American Power & Gas,NY,Retail Power Marketer,"9,844","82,879","9,827.50",11.86
"Approved Energy II, LLC",NY,Retail Power Marketer,654,"49,342","3,792.00",7.69
Astral Energy LLC,NY,Retail Power Marketer,"1,017","7,101","1,009.40",14.21
Atlantic Energy LLC,NY,Retail Power Marketer,"2,072","14,545","1,835.50",12.62
"Chief Energy Power, LLC",NY,Retail Power Marketer,"1,830","22,171","2,085.00",9.4
"CleanChoice Energy, Inc.",NY,Retail Power Marketer,"45,128","221,742","31,339.10",14.13
Clearview Electric Inc.,NY,Retail Power Marketer,"9,885","81,376","6,798.00",8.35
"Columbia Utilities Power, LLC",NY,Retail Power Marketer,"1,702","10,347","1,844.00",17.82
"Constellation NewEnergy, Inc",NY,Retail Power Marketer,"156,706","1,548,300","109,262.40",7.06
Direct Energy Services,NY,Retail Power Marketer,"96,179","847,032","80,834.40",9.54
ENGIE Power & Gas LLC,NY,Retail Power Marketer,"2,897","18,518","2,288.70",12.36
"ENGIE Retail, LLC",NY,Retail Power Marketer,"1,113","10,127",762.6,7.53
"East Coast Power & Gas, LLC",NY,Retail Power Marketer,"2,143","59,221","5,189.70",8.76
"Eligo Energy, LLC",NY,Retail Power Marketer,"20,118","161,611","16,744.00",10.36
"Energy Coop of New York, Inc",NY,Retail Power Marketer,"4,497","201,993","8,200.00",4.06
Energy Plus Holdings LLC,NY,Retail Power Marketer,"11,726","68,145","8,150.80",11.96
"Energy Services Providers, Inc",NY,Retail Power Marketer,"19,421","133,928","15,976.30",11.93
"EnergyMark, LLC",NY,Retail Power Marketer,"3,389","21,150",914.8,4.33
Entrust Energy,NY,Retail Power Marketer,25,154,15,9.74
"Family Energy, Inc. New York",NY,Retail Power Marketer,"38,183","247,635","20,665.00",8.34
First Choice Energy LLC,NY,Retail Power Marketer,404,"8,921",898.5,10.07
"Flanders Energy, LLC",NY,Retail Power Marketer,"3,029","13,644","2,153.00",15.78
Green Mountain Energy Company,NY,Retail Power Marketer,"82,642","376,742","50,374.10",13.37
Greenlight Energy Inc.,NY,Retail Power Marketer,"3,434","20,598","2,571.00",12.48
Hudson Energy Services,NY,Retail Power Marketer,"1,153","12,515","1,081.20",8.64
"IDT Energy, Inc.",NY,Retail Power Marketer,"30,253","164,601","24,715.10",15.02
"Inspire Energy Holdings, LLC",NY,Retail Power Marketer,"4,672","20,843","2,531.90",12.15
Josco Energy Corp-  NY,NY,Retail Power Marketer,"12,631","60,967","10,507.30",17.23
Just Energy New York Corp.,NY,Retail Power Marketer,"43,649","325,507","31,866.00",9.79
Kiwi Energy NY LLC,NY,Retail Power Marketer,"29,221","146,080","19,291.00",13.21
Liberty Power Corp.,NY,Retail Power Marketer,"4,684","17,970","2,845.20",15.83
MPower Energy LLC,NY,Retail Power Marketer,"38,194","155,661","20,952.30",13.46
Major Energy Electric Services,NY,Retail Power Marketer,"16,249","170,242","17,736.00",10.42
Marathon Power LLC,NY,Retail Power Marketer,"3,087","95,457","7,566.40",7.93
Median Energy Corp.,NY,Retail Power Marketer,"5,902","27,561","4,589.20",16.65
"Mirabito Power & Gas, LLC",NY,Retail Power Marketer,183,"2,362",125.2,5.3
NOCO Electric,NY,Retail Power Marketer,"10,654","112,546","4,822.30",4.28
New Wave Energy Corporation,NY,Retail Power Marketer,"3,990","60,975","3,300.00",5.41
"North American Power and Gas, LLC",NY,Retail Power Marketer,"6,166","55,068","6,456.50",11.72
Public Power LLC (CT),NY,Retail Power Marketer,"4,728","35,894","3,125.80",8.71
"Pure Energy USA, LLC",NY,Retail Power Marketer,"3,346","14,821","1,960.00",13.22
Reliant Energy Northeast LLC,NY,Retail Power Marketer,"30,145","259,512","22,818.00",8.79
"Renaissance Power & Gas, Inc.",NY,Retail Power Marketer,"5,062","22,580","2,951.30",13.07
"Residents Energy, LLC",NY,Retail Power Marketer,"5,218","27,232","4,294.40",15.77
"Robison Energy, LLC",NY,Retail Power Marketer,"3,253","153,676","13,557.00",8.82
"SBR Energy, LLC",NY,Retail Power Marketer,408,"2,902",420.7,14.5
SmartestEnergy US LLC,NY,Retail Power Marketer,1,9,1,11.11
South Bay Energy Corp.,NY,Retail Power Marketer,"2,937","13,945","2,121.00",15.21
"Spark Energy, LP",NY,Retail Power Marketer,761,"5,444",759,13.94
"Starion Energy NY, Inc.",NY,Retail Power Marketer,"3,582","28,850","2,303.90",7.99
"Stream Energy New York, LLC",NY,Retail Power Marketer,"6,280","45,800","2,988.40",6.52
"SunSea Energy, LLC",NY,Retail Power Marketer,"5,296","29,477","3,575.00",12.13
U.S. Energy Partners LLC,NY,Retail Power Marketer,"1,318","12,466",481,3.86
Verde Energy USA,NY,Retail Power Marketer,"17,758","97,085","14,336.00",14.77
Viridian Energy NY LLC,NY,Retail Power Marketer,"12,247","94,650","9,961.40",10.52
"XOOM Energy New York, LLC",NY,Retail Power Marketer,"21,960","147,826","14,444.00",9.77
AEP Energy,OH,Retail Power Marketer,"243,489","2,876,481","152,297.00",5.29
AP Holdings LLC,OH,Retail Power Marketer,"3,168","31,844","3,547.00",11.14
Agera Energy LLC,OH,Retail Power Marketer,10,12,0.7,5.83
"All American Power and Gas, LLC",OH,Retail Power Marketer,35,360,39,10.83
"Alpha Gas and Electric, LLC",OH,Retail Power Marketer,"1,426","10,714","1,273.00",11.88
"Ambit Energy Holdings, LLC",OH,Retail Power Marketer,"3,859","42,366","2,683.00",6.33
American Power & Gas,OH,Retail Power Marketer,"4,546","56,784","4,934.00",8.69
Astral Energy LLC,OH,Retail Power Marketer,43,453,26.3,5.81
"Choice Energy, LLC d/b/a 4 Choice Energy",OH,Retail Power Marketer,978,"9,513",937.4,9.85
Cincinnati Bell Energy LLC,OH,Retail Power Marketer,"13,017","151,759","9,535.80",6.28
"CleanChoice Energy, Inc.",OH,Retail Power Marketer,"5,556","46,880","3,843.20",8.2
Clearview Electric Inc.,OH,Retail Power Marketer,609,"5,999",624.1,10.4
"Commerce Energy, Inc.",OH,Retail Power Marketer,"31,504","340,704","22,870.20",6.71
"Constellation NewEnergy, Inc",OH,Retail Power Marketer,"85,506","1,208,376","61,806.80",5.11
Current Power & Gas Inc.,OH,Retail Power Marketer,48,725,33.5,4.62
Direct Energy Services,OH,Retail Power Marketer,"55,878","509,930","35,948.90",7.05
Discount Power Inc - (CT),OH,Retail Power Marketer,958,"9,715",938.3,9.66
"Dynegy Energy Services, LLC",OH,Retail Power Marketer,"347,899","3,660,986","191,848.40",5.24
ENGIE Power & Gas LLC,OH,Retail Power Marketer,426,"3,952",436.9,11.06
"ENGIE Retail, LLC",OH,Retail Power Marketer,"5,047","53,839","3,443.90",6.4
"Eligo Energy, LLC",OH,Retail Power Marketer,"11,676","143,616","10,902.00",7.59
Energy Harbor Corp.,OH,Retail Power Marketer,"566,137","5,667,472","279,195.90",4.93
Energy Plus Holdings LLC,OH,Retail Power Marketer,315,"3,111",375.5,12.07
"Energy Services Providers, Inc",OH,Retail Power Marketer,"5,135","47,922","5,152.30",10.75
Energy.Me Midwest LLC,OH,Retail Power Marketer,14,43,2.5,5.81
Entrust Energy,OH,Retail Power Marketer,76,679,53,7.81
Everyday Energy LLC,OH,Retail Power Marketer,399,"3,348",356.1,10.64
"Frontier Utilities, Inc.",OH,Retail Power Marketer,"4,303","38,816","3,619.90",9.33
"Great American Power, LLC",OH,Retail Power Marketer,562,"5,280",418,7.92
"IDT Energy, Inc.",OH,Retail Power Marketer,"6,300","51,020","5,157.20",10.11
"Inspire Energy Holdings, LLC",OH,Retail Power Marketer,"35,153","310,945","25,451.90",8.19
"Interstate Gas Supply, Inc.",OH,Retail Power Marketer,"209,518","2,067,465","136,933.40",6.62
Josco Energy USA LLC,OH,Retail Power Marketer,"1,524","11,063","1,005.40",9.09
Kiwi Energy NY LLC,OH,Retail Power Marketer,"2,419","22,719","1,853.50",8.16
Liberty Power Corp.,OH,Retail Power Marketer,"4,348","31,277","2,750.60",8.79
"LifeEnergy, LLC",OH,Retail Power Marketer,20,13,0.7,5.38
Lykins Energy Solutions,OH,Retail Power Marketer,"2,362","31,229","1,698.00",5.44
MPower Energy NJ LLC,OH,Retail Power Marketer,408,"3,191",319.5,10.01
Major Energy Electric Services,OH,Retail Power Marketer,477,"3,947",352,8.92
Median Energy Corp.,OH,Retail Power Marketer,"2,240","17,093","2,032.60",11.89
"Mega Energy of Ohio, LLC",OH,Retail Power Marketer,188,"3,506",249,7.1
"MidAmerican Energy Services, LLC",OH,Retail Power Marketer,"18,974","207,329","10,719.70",5.17
"National Gas & Electric, LLC",OH,Retail Power Marketer,"1,119","13,746","1,303.20",9.48
New Wave Energy Corporation,OH,Retail Power Marketer,"1,089","11,645",688,5.91
"Nordic Energy Services, LLC",OH,Retail Power Marketer,"3,383","33,031","2,497.00",7.56
"North American Power and Gas, LLC",OH,Retail Power Marketer,"7,247","81,318","7,743.60",9.52
"Palmco Power OH, LLC",OH,Retail Power Marketer,"1,810","5,086",540.8,10.63
Park Power LLC,OH,Retail Power Marketer,"2,603","26,978","2,048.50",7.59
Planet Energy,OH,Retail Power Marketer,"2,128","24,474","1,274.40",5.21
"Provision Power & Gas, LLC",OH,Retail Power Marketer,"11,457","101,055","7,564.20",7.49
Public Power LLC (CT),OH,Retail Power Marketer,"2,640","27,834","2,523.90",9.07
"Pure Energy USA, LLC",OH,Retail Power Marketer,118,"1,345",133,9.89
"RPA Energy, Inc.",OH,Retail Power Marketer,583,"4,317",522.3,12.1
"Realgy, LLC",OH,Retail Power Marketer,"3,146","27,868","1,622.20",5.82
Reliant Energy Northeast LLC,OH,Retail Power Marketer,"78,916","864,919","67,295.00",7.78
"Renaissance Power & Gas, Inc.",OH,Retail Power Marketer,480,"4,124",350.6,8.5
"Residents Energy, LLC",OH,Retail Power Marketer,"2,155","20,037","1,869.00",9.33
"Rushmore Energy, LLC",OH,Retail Power Marketer,"7,054","65,233","4,517.40",6.93
"SFE Energy Ohio, Inc.",OH,Retail Power Marketer,"6,601","51,838","3,947.00",7.61
Santanna Energy Services,OH,Retail Power Marketer,"6,555","77,397","4,231.40",5.47
"Shipley Choice, LLC",OH,Retail Power Marketer,"1,159","12,445",601.3,4.83
"SmartEnergy Holdings, LLC",OH,Retail Power Marketer,"26,350","207,742","13,911.00",6.7
South Bay Energy Corp.,OH,Retail Power Marketer,329,"3,333",211,6.33
"Star Energy Partners, LLC",OH,Retail Power Marketer,"9,912","100,447","7,621.80",7.59
"Starion Energy PA, Inc.",OH,Retail Power Marketer,533,"5,293",495.5,9.36
StateWise Energy Ohio LLC,OH,Retail Power Marketer,"8,327","94,952","7,868.00",8.29
"Stream Ohio Gas & Electric, LLC",OH,Retail Power Marketer,"3,627","40,370","2,270.50",5.62
"SunSea Energy, LLC",OH,Retail Power Marketer,70,483,50.3,10.41
"Sunwave Gas & Power Connecticut, Inc.",OH,Retail Power Marketer,14,179,12.4,6.93
Switch Energy,OH,Retail Power Marketer,"5,329","62,643","3,582.00",5.72
Titan Gas LLC,OH,Retail Power Marketer,"7,827","76,057","8,485.90",11.16
Tomorow Energy Corp.,OH,Retail Power Marketer,"7,857","68,128","6,684.00",9.81
"Town Square Energy East, LLC",OH,Retail Power Marketer,619,"5,601",453.4,8.09
Verde Energy USA,OH,Retail Power Marketer,"13,108","110,580","15,225.00",13.77
Viridian Energy PA LLC,OH,Retail Power Marketer,111,"1,150",90.1,7.83
"Vista Energy Marketing, L.P.",OH,Retail Power Marketer,"6,889","48,503","5,179.10",10.68
"XOOM Energy Ohio, LLC",OH,Retail Power Marketer,"11,697","123,684","7,850.00",6.35
AEP Energy,PA,Retail Power Marketer,"74,038","919,611","59,161.40",6.43
AP Holdings LLC,PA,Retail Power Marketer,"10,378","133,702","10,609.00",7.93
"Agway Energy Services, LLC",PA,Retail Power Marketer,"1,951","19,522","1,766.70",9.05
"All American Power and Gas, LLC",PA,Retail Power Marketer,"1,356","7,980",896.8,11.24
"Alpha Gas and Electric, LLC",PA,Retail Power Marketer,"2,406","19,664","2,369.00",12.05
"Ambit Energy Holdings, LLC",PA,Retail Power Marketer,"38,913","451,214","33,436.00",7.41
American Power & Gas,PA,Retail Power Marketer,"12,860","135,194","16,051.90",11.87
Anthracite Power & Light,PA,Retail Power Marketer,721,"8,765",568.7,6.49
Astral Energy LLC,PA,Retail Power Marketer,564,"6,025",703.9,11.68
CEI,PA,Retail Power Marketer,802,"6,895",847.8,12.3
"Choice Energy, LLC d/b/a 4 Choice Energy",PA,Retail Power Marketer,"5,676","48,447","5,388.20",11.12
"CleanChoice Energy, Inc.",PA,Retail Power Marketer,"42,792","340,153","32,131.70",9.45
Clearview Electric Inc.,PA,Retail Power Marketer,"14,193","155,400","14,271.40",9.18
Click Energy LLC,PA,Retail Power Marketer,454,602,40.8,6.78
"Commerce Energy, Inc.",PA,Retail Power Marketer,"7,167","62,341","6,316.00",10.13
"Constellation NewEnergy, Inc",PA,Retail Power Marketer,"61,809","879,962","61,005.10",6.93
Direct Energy Services,PA,Retail Power Marketer,"58,479","630,372","56,048.10",8.89
Discount Power Inc - (CT),PA,Retail Power Marketer,"3,285","28,956","3,200.70",11.05
"Dynegy Energy Services, LLC",PA,Retail Power Marketer,"36,727","457,784","28,063.80",6.13
ENGIE Power & Gas LLC,PA,Retail Power Marketer,"1,603","17,231","2,247.00",13.04
"ENGIE Retail, LLC",PA,Retail Power Marketer,"12,037","122,302","11,358.50",9.29
"Eligo Energy, LLC",PA,Retail Power Marketer,"18,481","241,510","19,774.00",8.19
"Energy Coop of New York, Inc",PA,Retail Power Marketer,66,878,60.9,6.94
Energy Harbor Corp.,PA,Retail Power Marketer,"129,059","1,585,017","101,368.50",6.4
Energy Plus Holdings LLC,PA,Retail Power Marketer,"25,298","258,968","31,120.70",12.02
"Energy Services Providers, Inc",PA,Retail Power Marketer,"30,484","254,459","27,173.90",10.68
Entrust Energy,PA,Retail Power Marketer,2,47,4,8.51
Everyday Energy LLC,PA,Retail Power Marketer,"1,580","14,929","1,708.30",11.44
"First Point Power, LLC",PA,Retail Power Marketer,91,"1,588",127.7,8.04
"Frontier Utilities, Inc.",PA,Retail Power Marketer,"14,342","166,724","13,478.80",8.08
"Great American Power, LLC",PA,Retail Power Marketer,"10,800","85,961","7,842.00",9.12
Green Mountain Energy Company,PA,Retail Power Marketer,"54,286","521,908","58,924.70",11.29
Greenlight Energy Inc.,PA,Retail Power Marketer,"2,056","18,230","1,681.90",9.23
"IDT Energy, Inc.",PA,Retail Power Marketer,"14,028","122,564","13,599.40",11.1
"Inspire Energy Holdings, LLC",PA,Retail Power Marketer,"77,755","740,551","71,005.50",9.59
"Interstate Gas Supply, Inc.",PA,Retail Power Marketer,"68,884","808,969","70,218.00",8.68
Josco Energy USA LLC,PA,Retail Power Marketer,"2,374","18,881","2,368.00",12.54
Just Energy,PA,Retail Power Marketer,"10,685","131,724","11,402.70",8.66
Liberty Power Corp.,PA,Retail Power Marketer,"4,546","36,535","3,376.30",9.24
"LifeEnergy, LLC",PA,Retail Power Marketer,39,4,0.3,7.5
MPower Energy NJ LLC,PA,Retail Power Marketer,"3,173","22,143","2,223.50",10.04
Marathon Power LLC,PA,Retail Power Marketer,78,"1,073",76.5,7.13
Median Energy PA LLC,PA,Retail Power Marketer,277,"2,457",246.3,10.02
"MidAmerican Energy Services, LLC",PA,Retail Power Marketer,248,"2,608",165.3,6.34
"National Gas & Electric, LLC",PA,Retail Power Marketer,"4,282","59,041","5,073.30",8.59
New Wave Energy Corporation,PA,Retail Power Marketer,"4,311","63,733","3,795.00",5.95
"NextEra Energy Services, LLC",PA,Retail Power Marketer,"15,763","170,290","15,955.20",9.37
"Nittany Energy, LLC",PA,Retail Power Marketer,"2,322","22,518","1,484.20",6.59
"Nordic Energy Services, LLC",PA,Retail Power Marketer,"1,333","27,224","1,917.20",7.04
"North American Power and Gas, LLC",PA,Retail Power Marketer,"20,819","236,960","26,208.20",11.06
"Palmco Power PA, LLC",PA,Retail Power Marketer,"10,639","78,855","10,723.00",13.6
Park Power LLC,PA,Retail Power Marketer,"20,463","197,894","20,225.00",10.22
Planet Energy,PA,Retail Power Marketer,"5,470","54,816","3,888.00",7.09
Public Power LLC (PA),PA,Retail Power Marketer,"7,105","67,819","7,676.10",11.32
"Pure Energy USA, LLC",PA,Retail Power Marketer,"2,893","21,118","2,310.10",10.94
"RPA Energy, Inc.",PA,Retail Power Marketer,"3,812","28,052","4,397.00",15.67
Reliant Energy Northeast LLC,PA,Retail Power Marketer,"177,243","1,888,166","190,650.00",10.1
"Residents Energy, LLC",PA,Retail Power Marketer,"10,908","120,582","10,317.40",8.56
Respond Power LLC,PA,Retail Power Marketer,"6,431","50,700","8,061.00",15.9
"Rushmore Energy, LLC",PA,Retail Power Marketer,"4,287","37,354","3,262.70",8.73
"SFE Energy Pennsylvania, Inc.",PA,Retail Power Marketer,"22,276","192,580","15,625.00",8.11
Santanna Energy Services,PA,Retail Power Marketer,328,"13,376",760.1,5.68
"Shipley Choice, LLC",PA,Retail Power Marketer,"19,690","215,670","17,498.70",8.11
"SmartEnergy Holdings, LLC",PA,Retail Power Marketer,"26,955","218,446","19,926.00",9.12
South Bay Energy Corp.,PA,Retail Power Marketer,"1,644","13,249","1,050.00",7.93
"Spark Energy, LP",PA,Retail Power Marketer,75,"1,008",98,9.72
Spring Energy RRH LLC dba Spring Power &,PA,Retail Power Marketer,"2,672","22,915","2,176.00",9.5
"Star Energy Partners, LLC",PA,Retail Power Marketer,"8,301","65,276","6,488.50",9.94
"Starion Energy PA, Inc.",PA,Retail Power Marketer,"5,413","51,724","3,669.80",7.09
StateWise Energy Pennsylvania LLC,PA,Retail Power Marketer,"1,718","13,172","1,512.00",11.48
"Stream Energy Pennsylvania, LLC",PA,Retail Power Marketer,"66,572","772,179","67,100.40",8.69
"Sunwave Gas & Power Connecticut, Inc.",PA,Retail Power Marketer,340,"4,304",353.8,8.22
"Texpo Power, L.P.",PA,Retail Power Marketer,"4,468","43,523","2,929.00",6.73
The Energy Coop,PA,Cooperative,"2,248","23,812","2,797.30",11.75
Titan Gas LLC,PA,Retail Power Marketer,"31,617","359,366","32,756.90",9.12
Tomorow Energy Corp.,PA,Retail Power Marketer,"27,839","257,562","28,738.00",11.16
"Town Square Energy East, LLC",PA,Retail Power Marketer,"13,375","166,905","11,412.90",6.84
"TriEagle Energy, L.P.",PA,Retail Power Marketer,"11,650","157,004","12,850.50",8.18
"UGI Energy Services, Inc.",PA,Retail Power Marketer,393,"4,854",316.5,6.52
Verde Energy USA,PA,Retail Power Marketer,"44,420","422,927","48,106.00",11.37
Viridian Energy PA LLC,PA,Retail Power Marketer,"2,810","25,781","3,129.00",12.14
"Vista Energy Marketing, L.P.",PA,Retail Power Marketer,"5,854","48,221","4,841.80",10.04
"WGL Energy Services, Inc.",PA,Retail Power Marketer,"7,806","74,260","4,620.00",6.22
"XOOM Energy Pennsylvania, LLC",PA,Retail Power Marketer,"11,575","125,222","12,087.00",9.65
"Ambit Energy Holdings, LLC",RI,Retail Power Marketer,"3,427","29,679","3,126.00",10.53
Clearview Electric Inc.,RI,Retail Power Marketer,"8,032","42,255","6,034.90",14.28
"Constellation NewEnergy, Inc",RI,Retail Power Marketer,275,"2,539",201.7,7.94
Direct Energy Services,RI,Retail Power Marketer,"3,463","23,531","2,452.50",10.42
Discount Power Inc - (CT),RI,Retail Power Marketer,554,"3,674",589.6,16.05
"ENGIE Retail, LLC",RI,Retail Power Marketer,"1,611","12,526","1,209.80",9.66
"First Point Power, LLC",RI,Retail Power Marketer,"1,159","9,005",965.8,10.73
Liberty Power Corp.,RI,Retail Power Marketer,"1,904","10,088","1,190.80",11.8
"North American Power and Gas, LLC",RI,Retail Power Marketer,"5,627","44,801","6,448.20",14.39
Public Power LLC (CT),RI,Retail Power Marketer,56,617,63.4,10.28
"SmartEnergy Holdings, LLC",RI,Retail Power Marketer,"5,502","36,623","5,003.80",13.66
"Sunwave Gas & Power Connecticut, Inc.",RI,Retail Power Marketer,47,310,23.6,7.61
Town Square Energy,RI,Retail Power Marketer,"7,271","39,733","5,118.00",12.88
Viridian Energy LLC,RI,Retail Power Marketer,595,"4,723",503.8,10.67
"XOOM Energy Rhode Island, LLC",RI,Retail Power Marketer,"1,349","10,082","1,227.00",12.17
Adjustment 2020,CA,Other,"200,401","326,960","26,041.00",0
Adjustment 2020,CT,Other,"58,234","513,152","49,841.90",0
Adjustment 2020,DC,Other,"4,772","260,116","27,594.70",0
Adjustment 2020,DE,Other,"-1,456","-68,466","-6,109.30",0
Adjustment 2020,IL,Other,"-59,491","-114,135","-1,587.00",0
Adjustment 2020,MA,Other,"82,937","-43,396","-5,443.10",0
Adjustment 2020,MD,Other,"-2,888","-394,431","-36,318.50",0
Adjustment 2020,ME,Other,"1,459","23,273","2,596.40",0
Adjustment 2020,MT,Other,2,7,0.5,0
Adjustment 2020,NH,Other,"-5,272","-14,945","-1,716.00",0
Adjustment 2020,NJ,Other,"-1,002","11,003",983.9,0
Adjustment 2020,NY,Other,"13,883","-417,159","-37,802.60",0
Adjustment 2020,OH,Other,"479,156","4,575,228","268,057.10",0
Adjustment 2020,PA,Other,"-9,332","121,556","10,647.50",0
Adjustment 2020,RI,Other,"2,833","18,314","2,318.90",0
