Entity,State,Ownership,"Customers(Count)","Sales(Megawatthours)","Revenues(Thousands Dollars)","Average Price(cents/kWh)"
"Stream Energy New Jersey, LLC",NJ,Power Marketer,"15,487","158,369","18,553.00",11.72
"Supreme Energy, Inc.",NJ,Power Marketer,51,632,64,10.13
"Talen Energy Marketing, LLC",NJ,Power Marketer,25,95,5,5.26
"Texpo Power, L.P.",NJ,Power Marketer,309,"4,028",397.5,9.87
Tomorow Energy Corp.,NJ,Power Marketer,"3,593","31,798","3,901.20",12.27
"TriEagle Energy, L.P.",NJ,Power Marketer,"59,177","592,252","59,191.00",9.99
Verde Energy USA,NJ,Power Marketer,"12,827","104,932","18,007.00",17.16
Viridian Energy PA LLC,NJ,Power Marketer,"21,752","209,916","32,396.20",15.43
"Vista Energy Marketing, L.P.",NJ,Power Marketer,922,"1,103",157,14.23
"XOOM Energy New Jersey, LLC",NJ,Power Marketer,"6,148","52,180","8,170.50",15.66
AP Holdings LLC,NY,Power Marketer,"1,035","3,079",307,9.97
"Abest Power & Gas, LLC",NY,Power Marketer,609,"5,106",402.7,7.89
"Accent Energy Holdings, LLC",NY,Power Marketer,"7,333","43,628","4,759.00",10.91
Agera Energy LLC,NY,Power Marketer,"1,228","73,737","6,257.00",8.49
"Agway Energy Services, LLC",NY,Power Marketer,"32,338","261,491","23,474.90",8.98
"Alpha Gas and Electric, LLC",NY,Power Marketer,"4,317","28,046","3,938.00",14.04
"Ambit Energy Holdings, LLC",NY,Power Marketer,"131,112","1,178,622","78,425.00",6.65
American Power & Gas,NY,Power Marketer,"11,519","93,070","11,509.30",12.37
Astral Energy LLC,NY,Power Marketer,"1,527","8,311","1,430.40",17.21
Atlantic Energy LLC,NY,Power Marketer,814,"20,054","2,419.90",12.07
Censtar Energy Corporation,NY,Power Marketer,"3,226","44,094","4,794.00",10.87
"CleanChoice Energy, Inc.",NY,Power Marketer,"27,012","128,291","17,902.80",13.95
Clearview Electric Inc.,NY,Power Marketer,"9,686","36,773","3,791.00",10.31
"Columbia Utilities Power, LLC",NY,Power Marketer,"2,204","12,039","1,662.10",13.81
"Constellation NewEnergy, Inc",NY,Power Marketer,"129,450","1,272,252","96,530.20",7.59
Direct Energy Services,NY,Power Marketer,"99,388","723,854","87,825.50",12.13
Drift,NY,Power Marketer,580,"2,584",164.9,6.38
"ENGIE Retail, LLC",NY,Power Marketer,"1,131","9,803",809.3,8.26
"East Coast Power & Gas, LLC",NY,Power Marketer,"2,166","233,631","17,604.00",7.53
"Eligo Energy, LLC",NY,Power Marketer,"17,402","140,685","12,309.50",8.75
"Energy Coop of New York, Inc",NY,Power Marketer,"3,889","153,530","8,061.00",5.25
Energy Plus Holdings LLC,NY,Power Marketer,"15,481","97,720","11,741.30",12.02
"Energy Services Providers, Inc",NY,Power Marketer,"20,637","178,572","16,880.00",9.45
"EnergyMark, LLC",NY,Power Marketer,"2,118","18,872",904.3,4.79
Entrust Energy,NY,Power Marketer,85,"1,141",98.1,8.6
"Family Energy, Inc. New York",NY,Power Marketer,"45,891","311,172","26,163.00",8.41
Great Eastern Energy,NY,Power Marketer,"1,419","33,036","2,849.60",8.63
Green Mountain Energy Company,NY,Power Marketer,"78,173","350,034","48,846.80",13.95
Greenlight Energy Inc.,NY,Power Marketer,"5,008","32,855","3,610.60",10.99
"HIKO Energy, LLC",NY,Power Marketer,"9,013","59,937","7,731.70",12.9
Hudson Energy Services,NY,Power Marketer,"1,470","20,780","1,771.80",8.53
"IDT Energy, Inc.",NY,Power Marketer,"47,574","248,090","34,970.10",14.1
"Inspire Energy Holdings, LLC",NY,Power Marketer,180,681,78.9,11.59
Just Energy New York Corp.,NY,Power Marketer,"60,017","458,756","39,832.40",8.68
Kiwi Energy NY LLC,NY,Power Marketer,"32,929","172,311","23,798.00",13.81
Liberty Power Corp.,NY,Power Marketer,"6,607","30,697","4,181.00",13.62
MPower Energy LLC,NY,Power Marketer,"48,338","191,008","26,211.10",13.72
Major Energy Electric Services,NY,Power Marketer,"34,738","252,195","26,790.00",10.62
Marathon Power LLC,NY,Power Marketer,651,"20,067","1,671.60",8.33
NOCO Electric,NY,Power Marketer,"11,127","129,943","6,174.00",4.75
New Wave Energy Corporation,NY,Power Marketer,"2,879","57,797","3,267.00",5.65
"Nordic Energy Services, LLC",NY,Power Marketer,42,"1,512",127.5,8.43
"North American Power and Gas, LLC",NY,Power Marketer,"8,262","74,762","9,191.90",12.29
"Oasis Power, LLC",NY,Power Marketer,"2,088","11,052","1,777.00",16.08
"Perigee Energy, LLC",NY,Power Marketer,5,23,3,13.04
Planet Energy,NY,Power Marketer,10,21,2.9,13.81
"Plymouth Rock Energy, LLC",NY,Power Marketer,"4,679","23,932","2,747.90",11.48
Public Power LLC (CT),NY,Power Marketer,"6,336","47,901","4,095.90",8.55
Reliant Energy Northeast LLC,NY,Power Marketer,"13,849","119,292","8,415.00",7.05
"Renaissance Power & Gas, Inc.",NY,Power Marketer,"6,980","2,159",380.7,17.63
"Residents Energy, LLC",NY,Power Marketer,"6,523","36,371","5,095.60",14.01
"Robison Energy, LLC",NY,Power Marketer,"3,023","109,158","9,287.80",8.51
"SBR Energy, LLC",NY,Power Marketer,597,"4,413",639.4,14.49
South Bay Energy Corp.,NY,Power Marketer,"4,971","20,720","3,647.00",17.6
"Spark Energy, LP",NY,Power Marketer,"6,313","44,188","6,596.30",14.93
"Starion Energy NY, Inc.",NY,Power Marketer,"5,373","23,312","2,817.40",12.09
"Stream Energy New York, LLC",NY,Power Marketer,"9,094","75,670","5,660.20",7.48
"Supreme Energy, Inc.",NY,Power Marketer,96,"5,562",554.6,9.97
Tomorow Energy Corp.,NY,Power Marketer,324,"2,441",267.2,10.95
U.S. Energy Partners LLC,NY,Power Marketer,"1,334","13,179",622,4.72
Verde Energy USA,NY,Power Marketer,"12,254","66,712","8,783.00",13.17
Viridian Energy NY LLC,NY,Power Marketer,"20,545","166,152","16,585.50",9.98
"XOOM Energy New York, LLC",NY,Power Marketer,"26,495","147,281","17,512.50",11.89
AEP Energy,OH,Power Marketer,"210,557","2,675,814","158,117.00",5.91
AP Holdings LLC,OH,Power Marketer,"7,646","65,666","2,629.00",4
Agera Energy LLC,OH,Power Marketer,"1,169","13,130",928,7.07
"Ambit Energy Holdings, LLC",OH,Power Marketer,"7,231","85,515","5,658.00",6.62
American Power & Gas,OH,Power Marketer,"4,176","53,316","5,553.40",10.42
Astral Energy LLC,OH,Power Marketer,54,353,23.7,6.71
Capital Energy LLC,OH,Power Marketer,"43,535","579,873","31,646.10",5.46
Censtar Energy Corporation,OH,Power Marketer,"4,884","49,998","5,332.00",10.66
Champion Energy Services,OH,Power Marketer,"1,345","17,915","1,199.00",6.69
"Choice Energy, LLC d/b/a 4 Choice Energy",OH,Power Marketer,"1,320","11,831","1,244.40",10.52
Cincinnati Bell Energy LLC,OH,Power Marketer,"14,292","173,200","11,091.30",6.4
"CleanChoice Energy, Inc.",OH,Power Marketer,978,"8,480",832.3,9.81
Clearview Electric Inc.,OH,Power Marketer,"1,667","15,483","1,045.00",6.75
"Commerce Energy, Inc.",OH,Power Marketer,"29,800","321,805","21,329.60",6.63
"Constellation NewEnergy, Inc",OH,Power Marketer,"36,117","430,041","26,327.80",6.12
Current Power & Gas Inc.,OH,Power Marketer,34,418,19.4,4.64
Direct Energy Services,OH,Power Marketer,"47,163","489,235","41,403.90",8.46
"Discount Energy Group, LLC",OH,Power Marketer,"1,679","15,949","1,443.20",9.05
Discount Power Inc - (CT),OH,Power Marketer,541,"7,238",807.3,11.15
"Dynegy Energy Services, LLC",OH,Power Marketer,"283,653","3,196,611","176,726.00",5.53
"ENGIE Retail, LLC",OH,Power Marketer,"11,862","85,905","6,274.70",7.3
"Eligo Energy, LLC",OH,Power Marketer,"9,315","108,003","8,663.50",8.02
Energy Plus Holdings LLC,OH,Power Marketer,635,"6,736",890.2,13.22
"Energy Services Providers, Inc",OH,Power Marketer,"8,944","84,965","6,875.40",8.09
Energy.Me Midwest LLC,OH,Power Marketer,108,"1,487",105,7.06
Entrust Energy,OH,Power Marketer,202,"2,296",182.5,7.95
Everyday Energy LLC,OH,Power Marketer,810,"6,859",651.7,9.5
First Energy Solutions Corp.,OH,Power Marketer,"673,112","6,777,275","360,871.00",5.32
"Frontier Utilities, Inc.",OH,Power Marketer,"3,045","26,488","2,354.10",8.89
"Great American Power, LLC",OH,Power Marketer,473,"4,061",283,6.97
"HIKO Energy, LLC",OH,Power Marketer,599,"4,956",623.7,12.58
"IDT Energy, Inc.",OH,Power Marketer,"1,324","12,625","1,332.90",10.56
"Inspire Energy Holdings, LLC",OH,Power Marketer,"3,647","29,017","3,045.90",10.5
"Interstate Gas Supply, Inc.",OH,Power Marketer,"254,352","2,859,171","191,310.00",6.69
Kiwi Energy NY LLC,OH,Power Marketer,553,"2,016",158,7.84
Liberty Power Corp.,OH,Power Marketer,"4,545","26,261","2,504.00",9.54
"LifeEnergy, LLC",OH,Power Marketer,"7,211","64,818","4,386.10",6.77
Lykins Energy Solutions,OH,Power Marketer,"2,477","33,766","1,891.50",5.6
MPower Energy NJ LLC,OH,Power Marketer,223,372,36.7,9.87
Major Energy Electric Services,OH,Power Marketer,396,"3,493",330,9.45
"Mega Energy of Ohio, LLC",OH,Power Marketer,18,127,11.3,8.9
"MidAmerican Energy Services, LLC",OH,Power Marketer,"21,765","250,282","12,961.20",5.18
New Wave Energy Corporation,OH,Power Marketer,943,"8,429",464,5.5
"Nordic Energy Services, LLC",OH,Power Marketer,"2,547","30,609","1,842.10",6.02
"North American Power and Gas, LLC",OH,Power Marketer,"20,340","242,902","20,328.80",8.37
"Palmco Power OH, LLC",OH,Power Marketer,"10,358","74,337","6,839.30",9.2
Park Power LLC,OH,Power Marketer,"1,001","11,387",730,6.41
Planet Energy,OH,Power Marketer,"1,555","10,185",774.2,7.6
"Plymouth Rock Energy, LLC",OH,Power Marketer,753,"4,713",466,9.89
Public Power LLC (CT),OH,Power Marketer,"3,459","38,372","3,388.20",8.83
Reliant Energy Northeast LLC,OH,Power Marketer,"25,402","304,702","25,685.20",8.43
"Renaissance Power & Gas, Inc.",OH,Power Marketer,918,"8,832",662.6,7.5
"Residents Energy, LLC",OH,Power Marketer,813,"8,047",806.8,10.03
"Rushmore Energy, LLC",OH,Power Marketer,"8,310","78,071","5,533.10",7.09
"SFE Energy Ohio, Inc.",OH,Power Marketer,"3,126","21,748","1,496.00",6.88
Santanna Energy Services,OH,Power Marketer,"7,350","72,312","4,362.80",6.03
"Shipley Choice, LLC",OH,Power Marketer,425,"5,038",385.4,7.65
"SmartEnergy Holdings, LLC",OH,Power Marketer,"12,940","109,441","8,787.40",8.03
South Bay Energy Corp.,OH,Power Marketer,98,520,40,7.69
"Star Energy Partners, LLC",OH,Power Marketer,"25,014","262,819","19,560.30",7.44
"Starion Energy PA, Inc.",OH,Power Marketer,"7,229","88,141","8,545.60",9.7
StateWise Energy Ohio LLC,OH,Power Marketer,"12,285","93,825","6,356.00",6.77
"Stream Ohio Gas & Electric, LLC",OH,Power Marketer,"1,169","5,796",322.3,5.56
"Sunwave Gas & Power Connecticut, Inc.",OH,Power Marketer,40,697,44,6.31
Switch Energy,OH,Power Marketer,"3,964","45,395","3,053.00",6.73
Titan Gas LLC,OH,Power Marketer,"24,057","235,580","22,786.00",9.67
Tomorow Energy Corp.,OH,Power Marketer,"2,177","24,877","2,310.30",9.29
Verde Energy USA,OH,Power Marketer,"18,379","166,617","16,760.00",10.06
Viridian Energy PA LLC,OH,Power Marketer,224,"2,307",213,9.23
"Vista Energy Marketing, L.P.",OH,Power Marketer,"13,699","104,975","9,276.00",8.84
Western Reserve Energy Services LLC,OH,Power Marketer,13,"1,049",56.7,5.41
"XOOM Energy Ohio, LLC",OH,Power Marketer,"15,962","162,231","13,924.70",8.58
AEP Energy,PA,Power Marketer,"68,859","875,406","61,841.00",7.06
AP Holdings LLC,PA,Power Marketer,"16,367","183,248","7,703.00",4.2
Agera Energy LLC,PA,Power Marketer,302,"7,076",503,7.11
"Agway Energy Services, LLC",PA,Power Marketer,"3,093","34,126","3,494.50",10.24
"Alpha Gas and Electric, LLC",PA,Power Marketer,"1,433","13,531","1,432.00",10.58
"Ambit Energy Holdings, LLC",PA,Power Marketer,"47,234","572,359","45,829.00",8.01
American Power & Gas,PA,Power Marketer,"18,401","203,510","25,717.10",12.64
Anthracite Power & Light,PA,Power Marketer,756,"9,709",669.5,6.9
Astral Energy LLC,PA,Power Marketer,852,"4,190",465.2,11.1
CEI,PA,Power Marketer,"1,044","8,927","1,110.10",12.44
Champion Energy Services,PA,Power Marketer,"2,672","27,486","2,519.00",9.16
"Choice Energy, LLC d/b/a 4 Choice Energy",PA,Power Marketer,"4,168","38,554","4,396.00",11.4
"CleanChoice Energy, Inc.",PA,Power Marketer,"16,908","132,943","15,777.50",11.87
Clearview Electric Inc.,PA,Power Marketer,"13,943","109,404","14,590.00",13.34
"Commerce Energy, Inc.",PA,Power Marketer,"9,888","109,593","9,450.30",8.62
Constellation Energy Power Choice Inc.,PA,Power Marketer,200,"1,901",181.8,9.56
"Constellation NewEnergy, Inc",PA,Power Marketer,"65,701","787,717","60,501.90",7.68
Direct Energy Services,PA,Power Marketer,"73,810","752,949","67,400.10",8.95
"Discount Energy Group, LLC",PA,Power Marketer,"13,962","175,574","13,024.70",7.42
Discount Power Inc - (CT),PA,Power Marketer,"1,864","23,547","3,356.60",14.25
"ENGIE Retail, LLC",PA,Power Marketer,"19,714","211,190","19,545.50",9.25
"Eligo Energy, LLC",PA,Power Marketer,"12,988","146,408","13,070.80",8.93
"Energy Coop of New York, Inc",PA,Power Marketer,72,972,70,7.2
Energy Plus Holdings LLC,PA,Power Marketer,"38,727","408,219","46,608.80",11.42
"Energy Services Providers, Inc",PA,Power Marketer,"38,276","342,190","34,733.40",10.15
Energy.Me Midwest LLC,PA,Power Marketer,62,"2,722",199,7.31
Entrust Energy,PA,Power Marketer,7,124,10.2,8.23
Everyday Energy LLC,PA,Power Marketer,"3,032","30,514","3,400.90",11.15
First Energy Solutions Corp.,PA,Power Marketer,"140,850","1,717,113","115,159.00",6.71
"First Point Power, LLC",PA,Power Marketer,527,"7,908",528.9,6.69
"Frontier Utilities, Inc.",PA,Power Marketer,"12,085","143,036","14,075.10",9.84
"Great American Power, LLC",PA,Power Marketer,"3,348","34,718","2,766.00",7.97
Green Mountain Energy Company,PA,Power Marketer,"71,892","719,253","74,175.70",10.31
Greenlight Energy Inc.,PA,Power Marketer,880,"6,312",617,9.78
"HIKO Energy, LLC",PA,Power Marketer,361,"2,837",318.7,11.23
Hudson Energy Services,PA,Power Marketer,1,49,3.1,6.33
"IDT Energy, Inc.",PA,Power Marketer,"20,251","187,292","19,842.50",10.59
"Inspire Energy Holdings, LLC",PA,Power Marketer,"43,077","361,191","39,001.50",10.8
"Interstate Gas Supply, Inc.",PA,Power Marketer,"117,456","1,592,575","115,847.00",7.27
Just Energy,PA,Power Marketer,"7,445","92,861","7,210.20",7.76
Liberty Power Corp.,PA,Power Marketer,"4,234","32,099","3,214.00",10.01
"LifeEnergy, LLC",PA,Power Marketer,"14,285","156,789","12,302.60",7.85
MPower Energy NJ LLC,PA,Power Marketer,"1,541","11,113","1,088.70",9.8
Marathon Power LLC,PA,Power Marketer,22,473,37.1,7.84
"MidAmerican Energy Services, LLC",PA,Power Marketer,204,"3,994",166.3,4.16
New Wave Energy Corporation,PA,Power Marketer,628,"2,312",126,5.45
"NextEra Energy Services, LLC",PA,Power Marketer,"17,299","171,155","16,413.20",9.59
"Nittany Energy, LLC",PA,Power Marketer,"1,475","19,133","1,292.00",6.75
"Nordic Energy Services, LLC",PA,Power Marketer,328,"7,489",515.5,6.88
"North American Power and Gas, LLC",PA,Power Marketer,"42,303","512,634","50,789.30",9.91
"Oasis Power, LLC",PA,Power Marketer,"12,461","200,975","19,192.00",9.55
"Palmco Power PA, LLC",PA,Power Marketer,"8,392","64,021","6,368.00",9.95
Park Power LLC,PA,Power Marketer,"24,371","234,913","23,515.00",10.01
Planet Energy,PA,Power Marketer,"7,696","71,145","6,376.50",8.96
"Plymouth Rock Energy, LLC",PA,Power Marketer,926,"6,350",729.3,11.49
Public Power LLC (PA),PA,Power Marketer,"13,452","136,189","14,473.40",10.63
Reliant Energy Northeast LLC,PA,Power Marketer,"174,333","1,888,927","183,353.50",9.71
"ResCom Energy, LLC",PA,Power Marketer,16,50,3.5,7
"Residents Energy, LLC",PA,Power Marketer,"9,382","106,691","9,038.40",8.47
Respond Power LLC,PA,Power Marketer,"18,299","158,078","19,781.00",12.51
"Rushmore Energy, LLC",PA,Power Marketer,"2,881","22,257","1,992.80",8.95
SFE Energy Pennsylvania,PA,Power Marketer,"29,190","245,858","19,220.00",7.82
Santanna Energy Services,PA,Power Marketer,200,"2,310",163.3,7.07
"Shipley Choice, LLC",PA,Power Marketer,"17,386","197,071","17,057.30",8.66
"SmartEnergy Holdings, LLC",PA,Power Marketer,"20,353","169,406","15,641.70",9.23
"Spark Energy, LP",PA,Power Marketer,"7,230","106,267","10,839.00",10.2
Spring Energy RRH LLC dba Spring Power &,PA,Power Marketer,741,"2,262",322,14.24
"Star Energy Partners, LLC",PA,Power Marketer,"16,689","129,038","12,811.80",9.93
"Starion Energy PA, Inc.",PA,Power Marketer,"23,422","191,199","19,833.00",10.37
"Stream Energy Pennsylvania, LLC",PA,Power Marketer,"67,966","831,645","72,202.30",8.68
"Sunwave Gas & Power Connecticut, Inc.",PA,Power Marketer,"1,706","25,526","2,020.00",7.91
"Talen Energy Marketing, LLC",PA,Power Marketer,4,27,2,7.41
"Texpo Power, L.P.",PA,Power Marketer,"4,469","46,686","3,966.60",8.5
The Energy Coop,PA,Cooperative,"2,375","18,560","2,382.90",12.84
Titan Gas LLC,PA,Power Marketer,"28,458","346,114","25,921.00",7.49
Tomorow Energy Corp.,PA,Power Marketer,"35,047","349,727","34,127.70",9.76
"TriEagle Energy, L.P.",PA,Power Marketer,"32,873","469,761","35,476.70",7.55
"UGI Energy Services, Inc.",PA,Power Marketer,481,"5,983",435.3,7.28
Verde Energy USA,PA,Power Marketer,"46,244","450,238","43,490.00",9.66
Viridian Energy PA LLC,PA,Power Marketer,"6,141","59,616","6,398.80",10.73
"Vista Energy Marketing, L.P.",PA,Power Marketer,"12,623","115,010","8,711.90",7.57
"WGL Energy Services, Inc.",PA,Power Marketer,"7,273","71,107","5,337.00",7.51
"XOOM Energy Pennsylvania, LLC",PA,Power Marketer,"17,069","163,121","15,856.70",9.72
Agera Energy LLC,RI,Power Marketer,778,"5,498",625,11.37
"Ambit Energy Holdings, LLC",RI,Power Marketer,"4,469","39,153","3,835.00",9.79
Clearview Electric Inc.,RI,Power Marketer,"11,985","26,682","3,155.00",11.82
"Constellation NewEnergy, Inc",RI,Power Marketer,41,128,11.4,8.91
Direct Energy Services,RI,Power Marketer,"6,295","40,777","4,230.20",10.37
Discount Power Inc - (CT),RI,Power Marketer,"1,462","6,939",724,10.43
"ENGIE Retail, LLC",RI,Power Marketer,"1,065","6,108",712.8,11.67
"First Point Power, LLC",RI,Power Marketer,"1,260","10,328","1,172.50",11.35
Liberty Power Corp.,RI,Power Marketer,"1,197","5,396",739,13.7
"North American Power and Gas, LLC",RI,Power Marketer,"8,735","73,853","10,249.20",13.88
Public Power LLC (CT),RI,Power Marketer,26,290,29.1,10.03
Town Square Energy,RI,Power Marketer,"5,191","29,583","3,575.00",12.08
Viridian Energy LLC,RI,Power Marketer,"1,279","10,733","1,244.70",11.6
"XOOM Energy Rhode Island, LLC",RI,Power Marketer,"1,617","12,219","1,179.10",9.65
Adjustment 2018,CA,Other,"-199,214","-108,854","-7,161.10",0
Adjustment 2018,CT,Other,"9,817","218,196","22,159.40",0
Adjustment 2018,DC,Other,"9,226","307,255","33,478.30",0
Adjustment 2018,DE,Other,"-1,333","-4,624",-410.2,0
Adjustment 2018,IL,Other,"-64,335","-662,019","-47,873.70",0
Adjustment 2018,MA,Other,"165,883","1,063,294","130,093.10",0
Adjustment 2018,MD,Other,"13,551","157,641","15,288.70",0
Adjustment 2018,ME,Other,"-15,188","-33,418","-3,923.50",0
Adjustment 2018,MI,Other,35,367,31.2,0
Adjustment 2018,MT,Other,2,6,0.4,0
Adjustment 2018,NH,Other,"-6,508","24,188","2,722.30",0
Adjustment 2018,NJ,Other,"7,171","107,975","13,315.70",0
Adjustment 2018,NY,Other,"74,791","155,758","15,255.60",0
Adjustment 2018,OH,Other,"438,289","4,463,316","275,223.80",0
Adjustment 2018,PA,Other,"13,126","521,379","45,600.30",0
Adjustment 2018,RI,Other,"4,842","83,136","9,796.00",0
