2021 Retail Power Marketers Sales- Residential,,,,,,
(Data from form EIA-861 schedule 4B),,,,,,
Entity,State,Ownership,Customers (Count),Sales (Megawatthours),Revenues (Thousands Dollars),Average Price (cents/kWh)
"Constellation NewEnergy, Inc",NJ,Retail Power Marketer,"38,702","473,492","41,448.6",8.75
Direct Energy Services,NJ,Retail Power Marketer,"13,746","112,622","16,375.8",14.54
Discount Power Inc - (CT),NJ,Retail Power Marketer,902,"6,652","1,121.6",16.86
ENGIE Power & Gas LLC,NJ,Retail Power Marketer,768,"7,031","1,113.0",15.83
"ENGIE Retail, LLC",NJ,Retail Power Marketer,865,"8,581",942.1,10.98
"Eligo Energy, LLC",NJ,Retail Power Marketer,776,"5,805",684.6,11.79
Energy Harbor Corp.,NJ,Retail Power Marketer,"31,810","303,625","36,755.1",12.11
Energy Plus Holdings LLC,NJ,Retail Power Marketer,"6,313","49,513","7,740.5",15.63
"Energy Services Providers, Inc",NJ,Retail Power Marketer,"3,385","23,520","3,615.0",15.37
Everyday Energy LLC,NJ,Retail Power Marketer,324,"2,577",373.0,14.47
"First Point Power, LLC",NJ,Retail Power Marketer,7,112,13.2,11.79
"Frontier Utilities, LLC",NJ,Retail Power Marketer,"2,242","25,422","3,054.6",12.02
Green Mountain Energy Company,NJ,Retail Power Marketer,872,"6,589",950.4,14.42
Greenlight Energy Inc.,NJ,Retail Power Marketer,397,"2,333",368.0,15.77
"Harborside Energy, LLC",NJ,Retail Power Marketer,511,"4,201",805.7,19.18
"IDT Energy, Inc.",NJ,Retail Power Marketer,"44,542","459,342","40,614.5",8.84
"Inspire Energy Holdings, LLC",NJ,Retail Power Marketer,"28,529","253,619","35,535.7",14.01
Josco Energy USA LLC,NJ,Retail Power Marketer,"1,968","10,290","1,741.2",16.92
Liberty Power Corp.,NJ,Retail Power Marketer,"1,739","11,420","1,468.0",12.85
MPower Energy NJ LLC,NJ,Retail Power Marketer,"6,223","33,110","4,707.0",14.22
Marathon Power LLC,NJ,Retail Power Marketer,587,"7,971",864.4,10.84
Median Energy Corp.,NJ,Retail Power Marketer,176,930,156.1,16.78
"Mega Energy of New Jersey, LLC",NJ,Retail Power Marketer,56,28,4.0,14.29
"National Gas & Electric, LLC",NJ,Retail Power Marketer,341,"3,462",326.7,9.44
"NextEra Energy Services, LLC",NJ,Retail Power Marketer,590,"6,162",723.3,11.74
"Nordic Energy Services, LLC",NJ,Retail Power Marketer,30,322,40.4,12.55
"North American Power and Gas, LLC",NJ,Retail Power Marketer,"7,838","81,316","12,976.1",15.96
"Palmco Power NJ, LLC",NJ,Retail Power Marketer,"4,467","21,180","4,420.0",20.87
Park Power LLC,NJ,Retail Power Marketer,299,"2,017",297.1,14.73
"Power UP Energy, LLC",NJ,Retail Power Marketer,174,"2,570",484.0,18.83
"Pure Energy USA, LLC",NJ,Retail Power Marketer,"3,546","27,693","5,297.0",19.13
"RPA Energy, Inc.",NJ,Retail Power Marketer,918,"4,868",942.3,19.36
Reliant Energy Northeast LLC,NJ,Retail Power Marketer,"14,743","148,471","18,383.0",12.38
"ResCom Energy, LLC",NJ,Retail Power Marketer,203,"1,355",163.0,12.03
"Residents Energy, LLC",NJ,Retail Power Marketer,"2,077","15,393","2,336.5",15.18
Respond Power LLC,NJ,Retail Power Marketer,"1,919","15,252","2,002.0",13.13
"Rushmore Energy, LLC",NJ,Retail Power Marketer,819,"3,432",467.4,13.62
"SFE Energy NJ, Inc.",NJ,Retail Power Marketer,"6,800","49,206","6,009.0",12.21
"SmartEnergy Holdings, LLC",NJ,Retail Power Marketer,"12,487","81,965","13,020.0",15.88
South Bay Energy Corp.,NJ,Retail Power Marketer,680,"4,961",805.4,16.23
"Spark Energy, LP",NJ,Retail Power Marketer,227,"1,714",297.0,17.33
Spring Energy RRH LLC,NJ,Retail Power Marketer,"1,122","9,070","1,540.0",16.98
"Star Energy Partners, LLC",NJ,Retail Power Marketer,"4,818","34,331","5,605.9",16.33
"Starion Energy PA, Inc.",NJ,Retail Power Marketer,"1,029","8,311","1,186.4",14.28
"Stream Energy New Jersey, LLC",NJ,Retail Power Marketer,"12,375","119,971","14,574.0",12.15
"SunSea Energy, LLC",NJ,Retail Power Marketer,"1,664","9,946","2,335.0",23.48
"Sunwave Gas & Power Connecticut, Inc.",NJ,Retail Power Marketer,15,206,23.9,11.60
"Texpo Power, L.P.",NJ,Retail Power Marketer,129,"1,506",166.0,11.02
Titan Gas LLC,NJ,Retail Power Marketer,"1,402","14,592","1,749.4",11.99
Tomorow Energy Corp.,NJ,Retail Power Marketer,"2,367","18,027","2,923.2",16.22
"Town Square Energy East, LLC",NJ,Retail Power Marketer,368,"3,351",423.2,12.63
"TriEagle Energy, L.P.",NJ,Retail Power Marketer,734,"9,553","1,033.0",10.81
Verde Energy USA,NJ,Retail Power Marketer,"14,078","112,439","18,324.0",16.30
Viridian Energy PA LLC,NJ,Retail Power Marketer,"10,959","102,155","16,454.0",16.11
"Vista Energy Marketing, L.P.",NJ,Retail Power Marketer,285,"1,470",238.0,16.19
"XOOM Energy New Jersey, LLC",NJ,Retail Power Marketer,"3,893","34,818","5,009.0",14.39
AP Holdings LLC,NY,Retail Power Marketer,250,795,103.6,13.03
"Abest Power & Gas, LLC",NY,Retail Power Marketer,"4,108","24,097","3,030.6",12.58
"Agway Energy Services, LLC",NY,Retail Power Marketer,"19,010","149,041","14,143.8",9.49
"All American Power and Gas, LLC",NY,Retail Power Marketer,839,"4,621",866.0,18.74
"Alpha Gas and Electric, LLC",NY,Retail Power Marketer,"12,648","70,752","8,940.0",12.64
"Ambit Energy Holdings, LLC",NY,Retail Power Marketer,"110,280","953,983","64,777.0",6.79
American Power & Gas,NY,Retail Power Marketer,"10,046","89,144","10,821.9",12.14
"Approved Energy II, LLC",NY,Retail Power Marketer,63,519,45.5,8.77
Astral Energy LLC,NY,Retail Power Marketer,947,"6,508",744.4,11.44
Atlantic Energy LLC,NY,Retail Power Marketer,"1,782","11,085","1,398.5",12.62
"Chief Energy Power, LLC",NY,Retail Power Marketer,"1,480","19,018","1,792.0",9.42
"CleanChoice Energy, Inc.",NY,Retail Power Marketer,"46,698","249,945","42,055.3",16.83
Clearview Electric Inc.,NY,Retail Power Marketer,"9,142","76,288","6,741.1",8.84
"Columbia Utilities Power, LLC",NY,Retail Power Marketer,"11,577","79,585","6,003.0",7.54
"Constellation NewEnergy, Inc",NY,Retail Power Marketer,"168,615","1,578,041","105,900.0",6.71
Direct Energy Services,NY,Retail Power Marketer,"66,157","557,633","54,848.4",9.84
ENGIE Power & Gas LLC,NY,Retail Power Marketer,763,"4,769",607.0,12.73
"ENGIE Retail, LLC",NY,Retail Power Marketer,436,"4,030",304.0,7.54
"Eligo Energy, LLC",NY,Retail Power Marketer,"21,554","200,409","20,657.0",10.31
"Energy Coop of New York, Inc",NY,Retail Power Marketer,"4,379","214,416","11,104.0",5.18
Energy Plus Holdings LLC,NY,Retail Power Marketer,"11,385","55,982","6,667.8",11.91
"Energy Services Providers, Inc",NY,Retail Power Marketer,"15,349","108,449","12,921.0",11.91
"EnergyMark, LLC",NY,Retail Power Marketer,"3,822","24,735","1,078.8",4.36
Entrust Energy,NY,Retail Power Marketer,1,1,0.1,10.00
"Family Energy, Inc. New York",NY,Retail Power Marketer,"33,942","190,333","15,496.0",8.14
First Choice Energy LLC,NY,Retail Power Marketer,376,"8,173",858.4,10.50
"Flanders Energy, LLC",NY,Retail Power Marketer,"1,128","1,032",132.0,12.79
Green Mountain Energy Company,NY,Retail Power Marketer,"73,547","371,907","49,305.5",13.26
Greenlight Energy Inc.,NY,Retail Power Marketer,"3,358","19,339","2,356.0",12.18
Hudson Energy Services,NY,Retail Power Marketer,339,"4,910",444.3,9.05
"IDT Energy, Inc.",NY,Retail Power Marketer,"25,271","134,924","22,695.1",16.82
"Inspire Energy Holdings, LLC",NY,Retail Power Marketer,"5,566","31,952","3,330.2",10.42
Josco Energy Corp-  NY,NY,Retail Power Marketer,"9,010","42,627","7,126.6",16.72
Just Energy New York Corp.,NY,Retail Power Marketer,"25,865","188,086","17,681.1",9.40
Kiwi Energy NY LLC,NY,Retail Power Marketer,"18,658","127,670","17,266.0",13.52
Liberty Power Corp.,NY,Retail Power Marketer,"1,786","5,805",851.1,14.66
MPower Energy LLC,NY,Retail Power Marketer,"37,318","118,513","17,795.5",15.02
Major Energy Electric Services,NY,Retail Power Marketer,"13,431","97,087","10,622.0",10.94
Marathon Power LLC,NY,Retail Power Marketer,"2,684","72,529","5,372.9",7.41
Median Energy Corp.,NY,Retail Power Marketer,"4,215","18,855","3,315.4",17.58
"MidAmerican Energy Services, LLC",NY,Retail Power Marketer,59,"1,216",90.8,7.47
"Mirabito Power & Gas, LLC",NY,Retail Power Marketer,223,"3,845",208.8,5.43
NOCO Electric,NY,Retail Power Marketer,"10,840","113,789","6,317.0",5.55
New Wave Energy Corporation,NY,Retail Power Marketer,"3,923","63,215","3,793.0",6.00
"Nordic Energy Services, LLC",NY,Retail Power Marketer,62,33,1.7,5.15
"North American Power and Gas, LLC",NY,Retail Power Marketer,"3,600","29,846","3,967.6",13.29
"Phoenix Energy Group, LLC",NY,Retail Power Marketer,77,252,28.3,11.23
"Power UP Energy, LLC",NY,Retail Power Marketer,3,18,3.6,20.00
Public Power LLC (CT),NY,Retail Power Marketer,"5,172","38,244","3,296.0",8.62
"Pure Energy USA, LLC",NY,Retail Power Marketer,"4,072","18,096","3,183.4",17.59
Reliant Energy Northeast LLC,NY,Retail Power Marketer,"20,423","172,612","17,214.0",9.97
"Renaissance Power & Gas, Inc.",NY,Retail Power Marketer,"4,335","20,614","2,351.9",11.41
"Residents Energy, LLC",NY,Retail Power Marketer,"4,439","24,496","3,988.4",16.28
"Robison Energy, LLC",NY,Retail Power Marketer,"2,836","83,714","7,348.2",8.78
"SBR Energy, LLC",NY,Retail Power Marketer,353,"1,149",166.5,14.49
"SmartEnergy Holdings, LLC",NY,Retail Power Marketer,"7,156","20,156","1,477.4",7.33
SmartestEnergy US LLC,NY,Retail Power Marketer,1,1,0.1,10.00
South Bay Energy Corp.,NY,Retail Power Marketer,"2,445","10,788","1,638.9",15.19
"Spark Energy, LP",NY,Retail Power Marketer,694,"2,040",275.0,13.48
"Starion Energy NY, Inc.",NY,Retail Power Marketer,"3,716","36,783","2,632.6",7.16
"Stream Energy New York, LLC",NY,Retail Power Marketer,"5,543","37,049","2,737.4",7.39
"SunSea Energy, LLC",NY,Retail Power Marketer,"5,861","33,251","5,015.0",15.08
U.S. Energy Partners LLC,NY,Retail Power Marketer,"1,260","11,542",599.0,5.19
Verde Energy USA,NY,Retail Power Marketer,"11,225","63,738","7,320.0",11.48
Viridian Energy NY LLC,NY,Retail Power Marketer,"9,884","76,268","8,089.0",10.61
"XOOM Energy New York, LLC",NY,Retail Power Marketer,"19,247","128,178","13,061.0",10.19
AEP Energy,OH,Retail Power Marketer,"293,031","3,294,810","179,531.0",5.45
AP Holdings LLC,OH,Retail Power Marketer,"2,048","18,435","2,477.4",13.44
"All American Power and Gas, LLC",OH,Retail Power Marketer,89,838,99.0,11.81
"Alpha Gas and Electric, LLC",OH,Retail Power Marketer,"1,252","11,680","1,256.0",10.75
"Ambit Energy Holdings, LLC",OH,Retail Power Marketer,"3,351","37,360","2,469.0",6.61
American Power & Gas,OH,Retail Power Marketer,"5,313","67,579","6,734.1",9.96
Astral Energy LLC,OH,Retail Power Marketer,6,42,2.9,6.90
"Choice Energy, LLC",OH,Retail Power Marketer,715,"6,854",703.4,10.26
"CleanChoice Energy, Inc.",OH,Retail Power Marketer,"17,125","139,992","13,008.5",9.29
Clearview Electric Inc.,OH,Retail Power Marketer,"1,062","10,115",908.8,8.98
"Commerce Energy, Inc.",OH,Retail Power Marketer,"25,055","275,479","21,056.9",7.64
"Constellation NewEnergy, Inc",OH,Retail Power Marketer,"80,506","1,109,947","56,345.1",5.08
Current Power & Gas Inc.,OH,Retail Power Marketer,25,185,9.0,4.86
Direct Energy Services,OH,Retail Power Marketer,"52,456","481,463","38,946.6",8.09
Discount Power Inc - (CT),OH,Retail Power Marketer,"1,161","9,478","1,007.1",10.63
"Dynegy Energy Services, LLC",OH,Retail Power Marketer,"351,268","3,894,194","202,084.7",5.19
ENGIE Power & Gas LLC,OH,Retail Power Marketer,325,"2,914",296.0,10.16
"ENGIE Retail, LLC",OH,Retail Power Marketer,"2,465","26,621","2,122.8",7.97
"Eligo Energy, LLC",OH,Retail Power Marketer,"11,717","134,317","11,474.0",8.54
Energy Harbor Corp.,OH,Retail Power Marketer,"604,396","6,121,268","299,491.6",4.89
Energy Plus Holdings LLC,OH,Retail Power Marketer,298,"2,585",283.1,10.95
"Energy Services Providers, Inc",OH,Retail Power Marketer,"4,493","41,172","4,304.0",10.45
Entrust Energy,OH,Retail Power Marketer,56,116,8.8,7.59
Everyday Energy LLC,OH,Retail Power Marketer,309,"2,609",288.0,11.04
"Frontier Utilities, LLC",OH,Retail Power Marketer,"2,035","15,636","1,855.8",11.87
"Great American Power, LLC",OH,Retail Power Marketer,697,"7,416",543.0,7.32
"IDT Energy, Inc.",OH,Retail Power Marketer,"6,769","54,840","5,421.1",9.89
"Inspire Energy Holdings, LLC",OH,Retail Power Marketer,"35,805","339,822","27,849.4",8.20
"Interstate Gas Supply, Inc.",OH,Retail Power Marketer,"196,531","1,917,357","144,765.6",7.55
Josco Energy USA LLC,OH,Retail Power Marketer,831,"6,184",619.3,10.01
Kiwi Energy NY LLC,OH,Retail Power Marketer,"1,907","13,823","1,447.0",10.47
LE Energy,OH,Retail Power Marketer,"9,119","92,908","8,278.8",8.91
Liberty Power Corp.,OH,Retail Power Marketer,"3,591","25,896","2,298.8",8.88
Lykins Energy Solutions,OH,Retail Power Marketer,"2,254","11,283",570.9,5.06
MPower Energy NJ LLC,OH,Retail Power Marketer,"2,704","21,182","2,036.0",9.61
Major Energy Electric Services,OH,Retail Power Marketer,141,980,101.0,10.31
Median Energy Corp.,OH,Retail Power Marketer,"1,108","8,088",964.5,11.93
Mega Energy of Ohio,OH,Retail Power Marketer,156,"1,501",140.0,9.33
"MidAmerican Energy Services, LLC",OH,Retail Power Marketer,"3,012","34,180","1,760.2",5.15
"NTHERM, LLC",OH,Retail Power Marketer,"1,351","13,263","1,418.4",10.69
"National Gas & Electric, LLC",OH,Retail Power Marketer,"1,266","11,281",985.6,8.74
New Wave Energy Corporation,OH,Retail Power Marketer,"1,224","14,209",862.0,6.07
"Nordic Energy Services, LLC",OH,Retail Power Marketer,"2,413","22,126","2,194.9",9.92
"North American Power and Gas, LLC",OH,Retail Power Marketer,"5,081","55,840","5,983.2",10.71
Park Power LLC,OH,Retail Power Marketer,"3,505","35,009","2,785.2",7.96
Planet Energy,OH,Retail Power Marketer,"1,579","21,510","1,087.9",5.06
Powervine Energy,OH,Retail Power Marketer,488,"9,003",425.7,4.73
"Provision Power & Gas, LLC",OH,Retail Power Marketer,"12,695","107,399","9,046.5",8.42
Public Power LLC (CT),OH,Retail Power Marketer,"2,335","24,799","2,347.0",9.46
"Pure Energy USA, LLC",OH,Retail Power Marketer,370,"3,982",476.0,11.95
"RPA Energy, Inc.",OH,Retail Power Marketer,"2,925","23,117","2,659.2",11.50
"Realgy, LLC",OH,Retail Power Marketer,"3,358","36,167","2,479.6",6.86
Reliant Energy Northeast LLC,OH,Retail Power Marketer,"91,299","991,514","76,486.0",7.71
"Renaissance Power & Gas, Inc.",OH,Retail Power Marketer,349,"3,216",280.3,8.72
"ResCom Energy, LLC",OH,Retail Power Marketer,70,439,28.0,6.38
"Residents Energy, LLC",OH,Retail Power Marketer,"3,283","29,291","2,661.6",9.09
"Rushmore Energy, LLC",OH,Retail Power Marketer,"6,167","57,505","4,182.7",7.27
"SFE Energy Ohio, Inc.",OH,Retail Power Marketer,"4,325","35,092","2,689.0",7.66
Santanna Energy Services,OH,Retail Power Marketer,"7,965","101,148","5,398.9",5.34
"Shipley Choice, LLC",OH,Retail Power Marketer,"4,399","63,562","3,263.9",5.13
"SmartEnergy Holdings, LLC",OH,Retail Power Marketer,"27,491","232,070","20,014.0",8.62
South Bay Energy Corp.,OH,Retail Power Marketer,294,"2,890",237.0,8.20
"Star Energy Partners, LLC",OH,Retail Power Marketer,"6,977","72,002","6,092.5",8.46
"Starion Energy PA, Inc.",OH,Retail Power Marketer,461,"4,528",413.2,9.13
StateWise Energy Ohio LLC,OH,Retail Power Marketer,"7,800","67,810","5,555.0",8.19
"Stream Ohio Gas & Electric, LLC",OH,Retail Power Marketer,"2,971","34,353","2,166.5",6.31
"Summer Energy Midwest, LLC",OH,Retail Power Marketer,1,10,0.5,5.00
"SunSea Energy, LLC",OH,Retail Power Marketer,327,"3,054",382.0,12.51
"Sunwave Gas & Power Connecticut, Inc.",OH,Retail Power Marketer,71,790,42.0,5.32
Switch Energy,OH,Retail Power Marketer,"5,599","72,487","4,304.0",5.94
Titan Gas LLC,OH,Retail Power Marketer,"8,378","84,758","9,740.3",11.49
Tomorow Energy Corp.,OH,Retail Power Marketer,"6,044","49,994","5,646.9",11.30
"Town Square Energy East, LLC",OH,Retail Power Marketer,794,"7,320",707.9,9.67
Verde Energy USA,OH,Retail Power Marketer,"8,271","71,897","9,417.0",13.10
Viridian Energy Ohio LLC,OH,Retail Power Marketer,"12,874","146,619","10,852.0",7.40
Viridian Energy PA LLC,OH,Retail Power Marketer,82,815,66.0,8.10
"Vista Energy Marketing, L.P.",OH,Retail Power Marketer,"5,396","38,352","4,665.0",12.16
"XOOM Energy Ohio, LLC",OH,Retail Power Marketer,"12,047","120,695","9,399.0",7.79
AEP Energy,PA,Retail Power Marketer,"62,921","799,270","56,736.6",7.10
AP Holdings LLC,PA,Retail Power Marketer,"14,718","189,125","15,053.1",7.96
"Agway Energy Services, LLC",PA,Retail Power Marketer,"1,600","15,804","1,817.6",11.50
"All American Power and Gas, LLC",PA,Retail Power Marketer,784,"7,191",866.0,12.04
"Alpha Gas and Electric, LLC",PA,Retail Power Marketer,"1,523","25,824","2,420.0",9.37
"Ambit Energy Holdings, LLC",PA,Retail Power Marketer,"36,350","422,857","31,820.0",7.53
American Power & Gas,PA,Retail Power Marketer,"13,122","139,808","18,000.6",12.88
Anthracite Power & Light,PA,Retail Power Marketer,725,"8,811",600.0,6.81
Astral Energy LLC,PA,Retail Power Marketer,510,"6,011",626.8,10.43
CEI,PA,Retail Power Marketer,736,"6,437",789.4,12.26
Capital Energy PA LLC,PA,Retail Power Marketer,"4,448","42,382","3,192.6",7.53
"Choice Energy, LLC",PA,Retail Power Marketer,"6,246","54,845","6,128.2",11.17
"CleanChoice Energy, Inc.",PA,Retail Power Marketer,"52,985","426,248","48,220.0",11.31
Clearview Electric Inc.,PA,Retail Power Marketer,"13,240","151,210","13,800.2",9.13
Click Energy LLC,PA,Retail Power Marketer,"1,561","15,043","1,046.6",6.96
"Commerce Energy, Inc.",PA,Retail Power Marketer,"6,426","55,512","5,728.3",10.32
"Constellation NewEnergy, Inc",PA,Retail Power Marketer,"51,591","755,959","54,269.3",7.18
Direct Energy Services,PA,Retail Power Marketer,"47,352","508,541","45,796.6",9.01
Discount Power Inc - (CT),PA,Retail Power Marketer,"4,225","38,212","4,533.1",11.86
"Dynegy Energy Services, LLC",PA,Retail Power Marketer,"45,688","653,379","41,531.5",6.36
ENGIE Power & Gas LLC,PA,Retail Power Marketer,956,"13,543","1,629.0",12.03
"ENGIE Retail, LLC",PA,Retail Power Marketer,"8,821","90,051","9,663.6",10.73
"Eligo Energy, LLC",PA,Retail Power Marketer,"18,069","220,570","20,088.0",9.11
"Energy Coop of New York, Inc",PA,Retail Power Marketer,180,"2,273",166.0,7.30
Energy Harbor Corp.,PA,Retail Power Marketer,"98,881","1,221,192","90,370.2",7.40
Energy Plus Holdings LLC,PA,Retail Power Marketer,"24,606","230,980","27,088.7",11.73
"Energy Services Providers, Inc",PA,Retail Power Marketer,"23,198","195,711","21,638.0",11.06
Entrust Energy,PA,Retail Power Marketer,2,12,1.0,8.33
Everyday Energy LLC,PA,Retail Power Marketer,"1,250","12,076","1,408.0",11.66
"First Point Power, LLC",PA,Retail Power Marketer,40,517,58.4,11.30
"Frontier Utilities, LLC",PA,Retail Power Marketer,"16,278","195,882","15,805.4",8.07
"Great American Power, LLC",PA,Retail Power Marketer,"9,830","94,611","8,086.1",8.55
Green Mountain Energy Company,PA,Retail Power Marketer,"44,845","426,547","51,717.2",12.12
Greenlight Energy Inc.,PA,Retail Power Marketer,"2,275","22,796","2,236.0",9.81
"IDT Energy, Inc.",PA,Retail Power Marketer,"11,941","107,430","12,905.6",12.01
"Inspire Energy Holdings, LLC",PA,Retail Power Marketer,"68,505","734,307","65,735.5",8.95
"Interstate Gas Supply, Inc.",PA,Retail Power Marketer,"56,685","664,910","62,855.0",9.45
Josco Energy USA LLC,PA,Retail Power Marketer,"1,465","11,478","1,445.3",12.59
Just Energy,PA,Retail Power Marketer,"11,947","141,225","12,846.7",9.10
Liberty Power Corp.,PA,Retail Power Marketer,"3,637","29,159","2,987.8",10.25
MPower Energy NJ LLC,PA,Retail Power Marketer,"2,680","18,535","2,323.7",12.54
Marathon Power LLC,PA,Retail Power Marketer,89,"1,258",89.1,7.08
Median Energy PA LLC,PA,Retail Power Marketer,351,"2,507",249.3,9.94
"MidAmerican Energy Services, LLC",PA,Retail Power Marketer,260,"2,470",167.1,6.77
"NTHERM, LLC",PA,Retail Power Marketer,"4,246","38,715","4,350.8",11.24
"National Gas & Electric, LLC",PA,Retail Power Marketer,"3,243","31,106","3,167.6",10.18
New Wave Energy Corporation,PA,Retail Power Marketer,"5,990","98,786","6,408.0",6.49
"NextEra Energy Services, LLC",PA,Retail Power Marketer,"18,253","218,400","19,872.5",9.10
"Nordic Energy Services, LLC",PA,Retail Power Marketer,"2,999","41,942","3,226.7",7.69
"North American Power and Gas, LLC",PA,Retail Power Marketer,"16,123","185,625","21,203.7",11.42
"Palmco Power PA, LLC",PA,Retail Power Marketer,"6,976","54,058","8,678.0",16.05
Park Power LLC,PA,Retail Power Marketer,"17,953","175,775","18,807.7",10.70
Planet Energy,PA,Retail Power Marketer,"6,682","79,050","5,153.8",6.52
Powervine Energy,PA,Retail Power Marketer,"1,090","16,971",977.9,5.76
Public Power LLC (PA),PA,Retail Power Marketer,"6,052","57,636","6,540.0",11.35
"Pure Energy USA, LLC",PA,Retail Power Marketer,"7,427","67,427","8,545.0",12.67
"RPA Energy, Inc.",PA,Retail Power Marketer,"2,935","22,709","3,512.0",15.47
Reliant Energy Northeast LLC,PA,Retail Power Marketer,"161,650","1,704,997","180,268.0",10.57
"Residents Energy, LLC",PA,Retail Power Marketer,"7,909","81,418","8,241.3",10.12
Respond Power LLC,PA,Retail Power Marketer,"7,233","70,265","8,344.0",11.88
"Rushmore Energy, LLC",PA,Retail Power Marketer,"4,271","34,341","3,138.0",9.14
"SFE Energy Pennsylvania, Inc.",PA,Retail Power Marketer,"20,073","157,201","13,231.0",8.42
Santanna Energy Services,PA,Retail Power Marketer,609,"20,822","1,163.7",5.59
"Shipley Choice, LLC",PA,Retail Power Marketer,"17,558","200,254","17,379.6",8.68
"SmartEnergy Holdings, LLC",PA,Retail Power Marketer,"30,924","249,578","29,087.0",11.65
South Bay Energy Corp.,PA,Retail Power Marketer,"2,985","24,830","2,582.7",10.40
"Spark Energy, LP",PA,Retail Power Marketer,179,"1,907",157.0,8.23
Spring Energy RRH LLC,PA,Retail Power Marketer,"1,991","17,929","2,154.0",12.01
"Star Energy Partners, LLC",PA,Retail Power Marketer,"6,335","50,264","5,136.2",10.22
"Starion Energy PA, Inc.",PA,Retail Power Marketer,"6,154","58,164","4,151.4",7.14
StateWise Energy Pennsylvania LLC,PA,Retail Power Marketer,"1,647","13,353","1,237.0",9.26
"Stream Energy Pennsylvania, LLC",PA,Retail Power Marketer,"57,850","676,279","58,564.0",8.66
"Summer Energy Midwest, LLC",PA,Retail Power Marketer,51,248,20.0,8.06
"Sunwave Gas & Power Connecticut, Inc.",PA,Retail Power Marketer,263,"3,099",285.0,9.20
"Texpo Power, L.P.",PA,Retail Power Marketer,"3,830","40,088","3,229.0",8.05
The Energy Coop,PA,Cooperative,"2,339","24,248","3,461.2",14.27
Titan Gas LLC,PA,Retail Power Marketer,"28,772","368,568","37,054.3",10.05
Tomorow Energy Corp.,PA,Retail Power Marketer,"24,435","234,543","26,408.9",11.26
"Town Square Energy East, LLC",PA,Retail Power Marketer,"12,458","155,797","11,631.7",7.47
"TriEagle Energy, L.P.",PA,Retail Power Marketer,"7,948","89,694","8,054.0",8.98
"UGI Energy Services, LLC",PA,Retail Power Marketer,354,"4,515",328.9,7.28
Verde Energy USA,PA,Retail Power Marketer,"32,088","304,996","36,319.0",11.91
Viridian Energy PA LLC,PA,Retail Power Marketer,"2,288","21,147","2,580.0",12.20
"Vista Energy Marketing, L.P.",PA,Retail Power Marketer,"3,953","30,874","3,362.0",10.89
"WGL Energy Services, Inc.",PA,Retail Power Marketer,"8,230","82,366","5,266.9",6.39
"XOOM Energy Pennsylvania, LLC",PA,Retail Power Marketer,"10,520","105,922","10,123.0",9.56
"Ambit Energy Holdings, LLC",RI,Retail Power Marketer,"2,796","23,079","2,348.0",10.17
Clearview Electric Inc.,RI,Retail Power Marketer,"7,867","45,169","6,050.5",13.40
"Constellation NewEnergy, Inc",RI,Retail Power Marketer,597,"7,295",553.1,7.58
Direct Energy Services,RI,Retail Power Marketer,"2,760","17,712","1,784.1",10.07
Discount Power Inc - (CT),RI,Retail Power Marketer,361,"2,252",384.3,17.06
"ENGIE Retail, LLC",RI,Retail Power Marketer,"1,136","9,432",896.8,9.51
"First Point Power, LLC",RI,Retail Power Marketer,"1,045","7,632",817.2,10.71
Liberty Power Corp.,RI,Retail Power Marketer,"2,774","15,144","1,747.1",11.54
"North American Power and Gas, LLC",RI,Retail Power Marketer,"4,765","36,739","5,464.6",14.87
Public Power LLC (CT),RI,Retail Power Marketer,52,589,62.0,10.53
"SmartEnergy Holdings, LLC",RI,Retail Power Marketer,"6,062","38,334","4,564.0",11.91
"Sunwave Gas & Power Connecticut, Inc.",RI,Retail Power Marketer,177,"1,686",147.0,8.72
Town Square Energy,RI,Retail Power Marketer,"6,346","35,529","5,462.0",15.37
Viridian Energy LLC,RI,Retail Power Marketer,522,"4,054",487.0,12.01
"XOOM Energy Rhode Island, LLC",RI,Retail Power Marketer,632,"4,295",510.0,11.87
Adjustment 2021,CA,Other,"127,590","-116,441","-8,828.5",0.00
Adjustment 2021,CT,Other,"4,008","166,938","15,503.6",0.00
Adjustment 2021,DC,Other,"5,265","236,450","27,310.6",0.00
Adjustment 2021,DE,Other,-774,"-77,961","-7,287.0",0.00
Adjustment 2021,IL,Other,"-55,588","-212,192","-3,376.1",0.00
Adjustment 2021,MA,Other,"67,083","-241,606","-28,744.6",0.00
Adjustment 2021,MD,Other,227,"-394,286","-37,921.3",0.00
Adjustment 2021,ME,Other,"1,383","13,196","1,407.0",0.00
Adjustment 2021,MI,Other,24,654,65.5,0.00
Adjustment 2021,MT,Other,2,6,0.3,0.00
Adjustment 2021,NH,Other,"-6,101","-16,449","-1,992.3",0.00
Adjustment 2021,NJ,Other,"6,893","23,038","2,148.5",0.00
Adjustment 2021,NY,Other,"18,267","-55,729","-4,801.9",0.00
Adjustment 2021,OH,Other,"529,513","4,871,935","294,525.7",0.00
Adjustment 2021,PA,Other,"17,583","210,973","20,217.0",0.00
Adjustment 2021,RI,Other,"2,518","11,172","1,354.6",0.00
